269.0592089112177, 132563.08832780577
271.9436502366919, 140378.12323895807
276.2722960222384, 154439.47494031757
280.5969742131144, 166697.8074438618
286.3658568640628, 186931.94501788635
289.2542657842076, 201765.847870159
295.01918084048543, 221980.06823794224
302.216397572824, 239607.51234284457
306.54504335837055, 263608.44228550635
312.3040070226426, 281834.83326427237
320.9394768230479, 307137.0538988079
329.5709790287825, 328384.3461045343
341.0730359786445, 347779.437243676
354.0093784019026, 364828.8187030785
366.9457208251606, 382714.02130950463
379.88007945108336, 397663.7040549973
391.37816880627486, 413190.2777162411
404.3085598375271, 421215.51604495855
420.1095056129067, 425333.75376873754
433.03592904948835, 425399.33054973243
448.8329072301975, 421439.24676831573
460.31512620670685, 405713.8786179439
474.66789992734346, 386879.727459489
484.70988203845104, 365397.9511129248
493.313611081492, 341826.04209256615
503.35360939526424, 319780.2401713398
507.64456303144084, 293481.70395339385
514.8100390064152, 271937.42111193546
521.9695635893838, 244864.568134111
526.2644848202309, 229056.5252502038
531.9917077271388, 210222.6542095496
537.7189306340465, 192937.37340437822
543.444169743619, 175391.90775633525
547.737107177131, 162510.9451864859
554.8966317600996, 146332.09452175873
557.75329992288, 135582.99211588106
564.9128245058486, 122084.96600076318
569.2097295340309, 115298.20980457515
573.496715575537, 103816.08767611554
576.3553675356527, 97112.23292934745
584.9471937946821, 85792.83884028174
587.8058457547978, 80252.82338822138
592.0908479989686, 71574.57169151101
594.9514837564196, 67594.55234668757
599.2345022032549, 59712.66812094251
602.0931541633707, 55856.76233037155
606.3761726102064, 49343.566834159035
607.8005390969258, 46598.94009954698
612.0875251384319, 41958.3240640797
614.9243553278599, 35338.425126691574
617.7611855172877, 29762.968809897757
623.4665866535076, 24594.209747035336
629.1640526003864, 19562.072721736127
633.4312006685399, 16011.071480581006
637.6884297500169, 12494.176603505348
641.9416912368233, 9565.497684507953
649.0555884810808, 6916.086873736853
650.4640845891184, 6051.4114898462785
